,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
1216,4958342,2020-01-24-019672,"For people who live close by, like I do, we appreciate the loss it is going to inflict on the neighborhood. The key for me as a director is we do work hard to fill that slot as soon as possible. If we don't freshen it up, there is still going to be that complaint. The residents want it to be comparable to other village centers, and I think that is a reasonable request. We want sales tax dollars coming out of that center, we don't want people bypassing it and doing their shopping elsewhere.",Shelley Sekula-Gibbs,['Q2277934'],2020-01-24 06:00:00,2,"[['Shelley Sekula-Gibbs', '0.8905'], ['None', '0.1095']]","['https://www.chron.com/neighborhood/woodlands/news/article/Woodlands-Economic-Development-Committee-to-15002339.php', 'http://chron.com/neighborhood/woodlands/news/article/2-Randalls-in-Woodlands-to-close-permanently-15051025.php?cmpid=hpctp']",E
1217,4959365,2020-02-13-074207,promot [ ed ] the myth of the gender pay gap,Ayanna Pressley,['Q13562359'],2020-02-13 05:12:21,1,"[['Ayanna Pressley', '0.7871'], ['None', '0.2129']]",['https://www.theblaze.com/news/rep-ayanna-pressley-says-women-are-still-shackled-because-american-constitution-is-sexist-by-its-very-design'],E
1218,4960433,2020-01-05-046835,"You could hear, feel the empathy coming out of him right there.",Joe Biden,['Q6279'],2020-01-05 22:05:00,10,"[['Joe Biden', '0.4672'], ['None', '0.4605'], ['Pete Buttigieg', '0.0518'], ['Sen. Kamala Harris', '0.0205']]","['http://uspolitics.einnews.com/article/506430725/Bdh7VHL7brSw9R3V', 'http://uspolitics.einnews.com/article/506430725/BhjP2HyWwz_iCWdh', 'http://uspolitics.einnews.com/article/506430725/N-cLvrGOWOyekVBB', 'http://uspolitics.einnews.com/article/506430725/VZnWjPEKvV0t7eeA', 'https://hypervocal.com/items/3156337', 'https://www.nbcnews.com/politics/2020-election/unsinkable-joe-biden-many-months-many-gaffes-later-biden-still-n1109776', 'https://www.nbcnews.com/politics/2020-election/unsinkable-joe-biden-many-months-many-gaffes-later-biden-still-n1109776?cid=public-rss_20200107', 'https://www.nbcnews.com/politics/2020-election/unsinkable-joe-biden-many-months-many-gaffes-later-biden-still-n1109776?cid=public-rss_20200120', 'https://www.nbcnews.com/politics/2020-election/unsinkable-joe-biden-many-months-many-gaffes-later-biden-still-n1109776?cid=public-rss_20200126', 'https://www.euronews.com/2020/01/05/unsinkable-joe-biden-many-months-many-gaffes-later-biden-still-n1109776']",E
1219,4966909,2020-02-09-031996,"not running to be the gay president of the United States,",Pete Buttigieg,['Q7173106'],2020-02-09 06:48:06,2,"[['Pete Buttigieg', '0.6456'], ['None', '0.3544']]","['https://www.politico.com/news/2020/02/09/pete-buttigieg-new-hampshire-barrier-breaking-candidacy-112593', 'https://www.msn.com/en-us/news/elections-2020/buttigieg-reluctantly-embraces-his-barrier-breaking-candidacy/ar-BBZOduf?srcref=rss']",E
1220,4973229,2020-01-21-002813,"affordable, accessible, and inclusive health care; support programs for veterans; juvenile and criminal justice reform; and LGBTQIA + protections.",Nicole Miller,"['Q23017238', 'Q3876473']",2020-01-21 12:48:07,1,"[['Nicole Miller', '0.8177'], ['None', '0.1614'], ['Jan Murphy', '0.0209']]",['https://www.pennlive.com/news/2020/01/hoping-to-fix-broken-mental-health-system-woman-announces-bid-for-pa-house-seat.html'],E
1221,4973983,2020-01-19-019172,"I would just hope very much that the American people look at the totality of a candidate, not at their gender, not at their sexuality, not at their age, but at everything.",Bernie Sanders,['Q359442'],2020-01-19 22:27:39,7,"[['Bernie Sanders', '0.7143'], ['None', '0.2813'], ['Elizabeth Warren', '0.003'], ['President Trump', '0.0014']]","['http://cnnphilippines.com/world/2020/1/20/Sanders-says-voters-prefer-positions-over-gender.html', 'https://nypost.com/2020/01/19/bernie-sanders-insists-he-always-believed-a-woman-could-win-presidency/', 'https://localnews8.com/news/2020/01/19/sanders-says-voters-are-more-concerned-with-a-candidates-positions-than-their-gender-or-racial-identity/', 'https://krdo.com/news/politics/2020/01/19/sanders-says-voters-are-more-concerned-with-a-candidates-positions-than-their-gender-or-racial-identity/', 'https://kvia.com/your-voice-your-vote/politics/2020/01/19/sanders-says-voters-are-more-concerned-with-a-candidates-positions-than-their-gender-or-racial-identity/', 'https://ktvz.com/politics/2020/01/19/sanders-says-voters-are-more-concerned-with-a-candidates-positions-than-their-gender-or-racial-identity/', 'https://keyt.com/news/politics/2020/01/19/sanders-says-voters-are-more-concerned-with-a-candidates-positions-than-their-gender-or-racial-identity/']",E
1222,4976202,2020-04-16-014411,"He was a kind and compassionate person who dedicated his life to supporting others, leading the fight against AIDS/HIV, supporting LGBTQ health and wellness, and giving back to the community,",Robert Garcia,"['Q16204904', 'Q16439254', 'Q21620332', 'Q2275115', 'Q4168665', 'Q631722']",2020-04-16 20:52:02,1,"[['Robert Garcia', '0.8153'], ['None', '0.1847']]",['https://www.latimes.com/california/story/2020-04-16/coronavirus-lives-lost-in-california'],E
1223,4977557,2020-04-15-059072,"There may be some modifications coming out in the next week that may be beneficial for our businesses,",Tim Walz,['Q2434360'],2020-04-15 17:31:03,2,"[['Tim Walz', '0.9038'], ['None', '0.0962']]","['https://www.inforum.com/newsmd/coronavirus/5064804-Sanford-exec-Fargo-area-coronavirus-cases-less-than-expected-so-far-and-a-lower-surge-is-possible', 'https://www.westfargopioneer.com/lifestyle/health/5064804-Sanford-exec-Fargo-area-coronavirus-cases-less-than-expected-so-far-and-a-lower-surge-is-possible']",E
1224,4979862,2020-01-19-038612,"The DNC's LGBT Advisory Board will give us new opportunities to elevate local battles like HERO and to share strategies across communities about way to organize and win. I look forward to using the lessons learned in Houston to help lead this effort,",Annise Parker,['Q213847'],2020-01-19 09:00:22,1,"[['Annise Parker', '0.704'], ['None', '0.2715'], ['José Miguel', '0.0245']]",['https://dallasvoice.com/2016/01/'],E
1225,4983261,2020-02-13-127830,You will see alot of work coming out very quickly,Steven Mnuchin,['Q24248265'],2020-02-13 10:02:14,1,"[['Steven Mnuchin', '0.7191'], ['None', '0.2809']]",['http://atimes.com/2020/02/article/us-government-to-roll-out-cryptocurrency-rules/'],E
1226,4986672,2020-01-10-036820,"If I'm running a political campaign and I want to target voters by categories other than gender and age, Facebook isn't the only game in town but it's by far the most influential one,",John McCain,['Q10390'],2020-01-10 17:31:00,3,"[['John McCain', '0.6845'], ['None', '0.3155']]","['https://www.nbcnews.com/tech/tech-news/democrats-vow-beat-trump-facebook-after-it-declines-rein-political-n1113546?cid=public-rss_20200112', 'https://www.nbcnews.com/tech/tech-news/democrats-vow-beat-trump-facebook-after-it-declines-rein-political-n1113546', 'http://euronews.com/2020/01/10/democrats-vow-beat-trump-facebook-after-it-declines-rein-political-n1113546']",E
1227,4989054,2020-02-07-034854,"I mean, I'm not running to be the gay President of the United States. I'm running to be a president for everybody but talk about God having a sense of humor.",Pete Buttigieg,['Q7173106'],2020-02-07 00:41:50,1,"[['Pete Buttigieg', '0.9331'], ['None', '0.0669']]",['http://rss.cnn.com/~r/rss/cnn_topstories/~3/GUlPnG6Tx_U/h_2dfffc4839cad0d90e21c8c5b58c0b11'],E
1228,4991682,2020-03-05-031470,"if I were in Congress today, I would support LGBTQ rights in every way I could.",Aaron Schock,"['Q24705735', 'Q302659']",2020-03-05 21:26:56,3,"[['Aaron Schock', '0.9265'], ['None', '0.0735']]","['http://chron.com/news/article/Aaron-Schock-Former-Illinois-Congressman-Comes-15108723.php', 'http://mobile.sfgate.com/news/article/Aaron-Schock-Former-Illinois-Congressman-Comes-15108723.php', 'http://timesunion.com/news/article/Aaron-Schock-Former-Illinois-Congressman-Comes-15108723.php']",E
1229,5000524,2020-01-08-082906,"This House is not only diverse in terms of race or gender. The Members of this House represent a wide range of experience, thought, orientation, religion and backgrounds. We are truly a body that represents all the people.",Eileen Filler-Corn,['Q5349362'],2020-01-08 18:45:41,1,"[['Eileen Filler-Corn', '0.8955'], ['None', '0.098'], ['Hala Ayala', '0.0065']]",['https://hypervocal.com/items/3163226'],E
1230,5003663,2020-01-27-000309,[ setting ] out to target trans youth with ill-conceived and dangerous legislation that attempts to restrict survival opportunities for young people who are transgender.,Brad Daw,['Q23883615'],2020-01-27 17:44:39,1,"[['Brad Daw', '0.5216'], ['None', '0.4784']]",['https://www.metroweekly.com/2020/01/republican-lawmakers-sister-urges-him-to-abandon-anti-trans-legislation/'],E
1231,5004191,2020-02-20-019295,"He has gotten some number of women -- dozens, who knows? -- to sign non-disclosure agreements both for sexual harassment and for gender discrimination in the workplace. So, Mr. Mayor, are you willing to release those women from those non-disclosure agreements, so we can hear their side of the story?",Michael Bloomberg,['Q607'],2020-02-20 02:27:00,2,"[['Michael Bloomberg', '0.4724'], ['Elizabeth Warren', '0.2952'], ['None', '0.1828'], ['Harvey Weinstein', '0.0497']]","['https://www.inc.com/minda-zetlin/democratic-debate-bloomberg-non-diclosure-warren-biden-metoo.html?icid=hmside1', 'https://www.inc.com/minda-zetlin/democratic-debate-bloomberg-non-diclosure-warren-biden-metoo.html?icid=hmsub5']",E
1232,5006175,2020-01-06-084751,"Why would then Mayoral candidate, now Mayoral-Elect Justin Elicker (White Male) call for a middle management Black, gay male to be fired form the City of New Haven when he was aware that `no member of the Mayor's administration' was named in the subpoena issued to the City of New Haven? What is Mr. Elicker's non-discriminatory reason for calling for the termination of a Black, gay, New Haven city employee who is not an elected official?",Jason Bartlett,"['Q1185295', 'Q6161991']",2020-01-06 15:15:19,1,"[['Jason Bartlett', '0.8281'], ['None', '0.1706'], ['Mike Carter', '0.0013']]",['https://www.newhavenindependent.org/index.php/archives/entry/bartlett_discrimination_complaint/'],E
1233,5008553,2020-02-04-105382,"We know that three of us will be dividing up most of the delegates coming out of Iowa,",Elizabeth Warren,['Q434706'],2020-02-04 19:46:48,1,"[['Elizabeth Warren', '0.853'], ['None', '0.147']]",['http://feeds.latimes.com/~r/OpinionLa/~3/jVHOVGJhT3Y/notes-from-the-iowa-caucuses-where-every-candidate-is-a-winner-and-the-pundits-are-seething'],E
1234,5009758,2020-01-20-031305,"I'm not surprised people are coming out,",Jahana Hayes,['Q24951316'],2020-01-20 05:00:00,8,"[['Jahana Hayes', '0.9056'], ['None', '0.0916'], ['Donald Trump', '0.0028']]","['http://ctpost.com/local/article/Jahana-Hayes-faces-fierce-GOP-challenge-to-keep-14989803.php?src=ctphpln', 'http://newstimes.com/local/article/Jahana-Hayes-faces-fierce-GOP-challenge-to-keep-14989803.php', 'http://newstimes.com/local/article/Jahana-Hayes-faces-fierce-GOP-challenge-to-keep-14989803.php?src=nthpln', 'http://registercitizen.com/local/article/Jahana-Hayes-faces-fierce-GOP-challenge-to-keep-14989803.php', 'http://stamfordadvocate.com/local/article/Jahana-Hayes-faces-fierce-GOP-challenge-to-keep-14989803.php?src=sthpln', 'http://www.nhregister.com/local/article/Jahana-Hayes-faces-fierce-GOP-challenge-to-keep-14989803.php?src=nhrhpcp', 'http://www.thehour.com/local/article/Jahana-Hayes-faces-fierce-GOP-challenge-to-keep-14989803.php?src=nwkhpln', 'http://hartfordbusiness.com/article/four-gop-challengers-hope-to-unseat-hayes-in-a-tumultuous-political-year']",E
1235,5014119,2020-04-01-007453,"Birx explained this yesterday - that the CDC reaction was based on numbers coming out of Wuhan. You missed that because your network decided not to carry all of it,",Stephen Miller,"['Q11894443', 'Q15707390', 'Q27996060', 'Q42884001', 'Q7609994']",2020-04-01 00:00:00,1,"[['Stephen Miller', '0.5577'], ['None', '0.4184'], ['President Trump', '0.0239']]",['http://www.foxnews.com/media/cnn-analyst-mocked-after-saying-that-blaming-china-for-virus-outbreak-is-now-a-gop-campaign-message'],E
1236,5020749,2020-01-27-076951,"There is one leader who has shown, through action, deed, and word, that a future of economic prosperity, racial justice, gender justice, and social and political equity is possible,",Elizabeth Warren,['Q434706'],2020-01-27 15:33:00,1,"[['Elizabeth Warren', '0.5732'], ['None', '0.4268']]",['http://lifesitenews.com/news/elizabeth-warren-vows-to-include-non-binary-people-in-white-house-cabinet-if-she-wins'],E
1237,5034166,2020-04-09-073228,"When an agency's prior policy has engendered serious reliance interests,",Stephen Breyer,['Q11124'],2020-04-09 15:29:46,1,"[['Stephen Breyer', '0.9151'], ['None', '0.0738'], ['Antonin Scalia', '0.0095'], ['Donald Trump', '0.0016']]",['https://www.vanityfair.com/news/2020/04/panic-and-fear-already-consume-our-daily-lives-will-the-supreme-court-pass-the-coronavirus-test'],E
1238,5036876,2020-02-13-123919,"Whomever the candidate is, you see it's happening already. Now that Pete's got some traction, they're going after Pete for being gay. They're going to go after whomever [ the nominee ] is the same way.",Pete Buttigieg,['Q7173106'],2020-02-13 17:29:00,2,"[['Pete Buttigieg', '0.6145'], ['Rush Limbaugh', '0.2467'], ['None', '0.1085'], ['Joe Biden', '0.0216'], ['Jill Biden', '0.0072'], ['Michael Bloomberg', '0.0016']]","['http://feeds.abcnews.com/Politics/rocky-primary-start-biden-best-candidate-beat-trump/story?id=68890872', 'https://www.msn.com/en-us/news/elections-2020/despite-rocky-primary-start-biden-says-hes-still-the-best-candidate-to-beat-trump/ar-BBZYjsI?srcref=rss']",E
1239,5040200,2020-01-10-027865,"I don't think that there's gender to love, I don't think there's sexuality to love,",Marianne Williamson,['Q3131983'],2020-01-10 20:10:00,1,"[['Marianne Williamson', '0.8635'], ['None', '0.1326'], ['President Trump', '0.0039']]",['https://www.washingtonblade.com/2020/01/10/self-help-guru-marianne-williamson-drops-presidential-bid/'],E
1240,5042031,2020-03-19-093212,"While LGBTQ couples can be rightfully recognized in marriage today, many LGBTQ and non-LGBTQ Americans remain in domestic partnerships,",Andy Biggs,"['Q16199304', 'Q4760435']",2020-03-19 01:40:57,1,"[['Andy Biggs', '0.6918'], ['None', '0.3082']]",['http://www.newsweek.com/rep-andy-biggs-voted-against-coronavirus-bill-because-it-gives-sick-leave-same-sex-partners-1493140'],E
1241,5049419,2020-02-07-108545,We know the three of us will be dividing up most of the delegates coming out of Iowa. I'm feeling good.,Elizabeth Warren,['Q434706'],2020-02-07 10:00:45,1,"[['Elizabeth Warren', '0.6938'], ['None', '0.281'], ['Joe Biden', '0.0201'], ['Pete Buttigieg', '0.0026'], ['Bernie Sanders', '0.0025']]",['https://www.syracuse.com/politics/2020/02/what-time-is-the-democratic-debate-tonight-2720-how-to-watch-on-tv-stream-free-online.html'],E
1242,5064336,2020-01-24-074645,"That was the promise [ $100 to be in a music video ], and then it was like, when there was all these cameras, for a long time I believed it was filming a scene where someone was coming out of a car,",Jesse Brown,['Q18421930'],2020-01-24 15:56:21,1,"[['Jesse Brown', '0.7316'], ['None', '0.2405'], ['Eddie Goldenberg', '0.0182'], ['Meng Wanzhou', '0.0097']]",['https://boingboing.net/2020/01/24/honi-soit-qui-mal-y-pense-2.html'],E
1243,5064405,2020-02-16-038848,"The Department of Justice is receiving information coming out of the Ukraine [ sic ] from Rudy,",Lindsey Graham,['Q22212'],2020-02-16 12:06:16,7,"[['Lindsey Graham', '0.869'], ['None', '0.1145'], ['President Donald Trump', '0.0061'], ['Rudy Giuliani', '0.0051'], ['Arsen Avakov', '0.002'], ['Hunter Biden', '0.0017'], ['William Barr', '0.0016']]","['https://www.nbcnews.com/politics/trump-impeachment-inquiry/powerful-ukrainian-playing-both-sides-giuliani-s-ukraine-project-n1136756', 'https://www.nbcnews.com/politics/trump-impeachment-inquiry/powerful-ukrainian-playing-both-sides-giuliani-s-ukraine-project-n1136756?cid=public-rss_20200216', 'http://uspolitics.einnews.com/article/509825206/613paYUwZCimwZzR', 'http://uspolitics.einnews.com/article/509825206/L4MdR9bGVyjRHyjo', 'http://uspolitics.einnews.com/article/509825206/RVobTk_PgsdWZszH', 'https://www.euronews.com/2020/02/16/powerful-ukrainian-playing-both-sides-giuliani-s-ukraine-project-n1136756', 'https://www.msn.com/en-us/news/world/a-powerful-ukrainian-is-playing-both-sides-of-giulianis-ukraine-project/ar-BB103kGb?srcref=rss']",E
1244,5066472,2020-02-12-058517,I've gotten nothing done on LGBTQ rights.,Adam Ebbin,['Q349230'],2020-02-12 12:30:00,1,"[['Adam Ebbin', '0.515'], ['None', '0.485']]",['https://www.vox.com/identities/2020/2/12/21133204/virginia-lgbtq-civil-rights-bill-discrimination-protection'],E
1245,5069973,2020-03-10-070892,"Transgender individuals born in New York will have the right to make this deeply personal decision without the government's unwarranted denial or without having their privacy violated,",Letitia James,['Q6533414'],2020-03-10 22:23:32,1,"[['Letitia James', '0.7516'], ['None', '0.2484']]",['http://www.courthousenews.com/new-york-lets-transgender-minors-change-birth-certificates/'],E
1246,5070241,2020-01-25-056333,"We're definitely appreciative of the Dodgers coming out into this community,",Alex Villanueva,['Q58975558'],2020-01-25 01:51:56,1,"[['Alex Villanueva', '0.9469'], ['None', '0.0531']]",['https://www.latimes.com/sports/dodgers/story/2020-01-24/dodgers-saugus-high-deadly-shooting'],E
1247,5075786,2020-02-04-004831,an icon of the [ LGBTQ + ] community.,Andrew Cuomo,['Q11673'],2020-02-04 00:00:30,3,"[['Andrew Cuomo', '0.691'], ['None', '0.2279'], ['Chris Cuomo', '0.0711'], ['Chirlane McCray', '0.01']]","['https://instinctmagazine.com/east-river-park-renamed-for-gay-rights-pioneer/', 'https://instinctmagazine.com/east-river-park-to-be-renamed-for-gay-rights-pioneer/', 'https://www.papermag.com/marsha-p-johnson-park-2645030869.html']",E
1248,5075963,2020-02-07-013170,"By approving this resolution, the city council will urge the United States Congress to support legislation censuring the Indian BJP government for adopting policies that are discriminatory to Muslims, oppressed castes, women, indigenous and LGBTQ people,",Kshama Sawant,['Q6440772'],2020-02-07 03:58:40,1,"[['Kshama Sawant', '0.8093'], ['None', '0.1746'], ['Sanjiv Bhatt', '0.0161']]",['https://sikhsiyasat.net/2020/02/07/seattle-resolution-denounces-indian-pm-narendra-modi-as-the-butcher-of-gujarat/'],E
1249,5081988,2020-01-16-054059,"Just as we are on a mission to close the gender gap in tech in our lifetimes, Celebrity Cruises' is leading the way to create a more diverse future in the maritime industry. It is an honor to have the support of Celebrity Cruises in our work, and to be named as the Godmother for Celebrity Apex.",Reshma Saujani,['Q7315375'],2020-01-16 17:49:09,1,"[['Reshma Saujani', '0.7123'], ['None', '0.2877']]",['https://www.travelpulse.com/news/cruise/celebrity-cruises-names-ceo-author-reshma-saujani-godmother-of-celebrity-apex.html'],E
1250,5087247,2020-02-14-058305,LGBTQ + Suicide Prevention Act,Pete Buttigieg,['Q7173106'],2020-02-14 22:46:05,2,"[['Pete Buttigieg', '0.7365'], ['None', '0.2635']]","['http://cnsnews.com/article/national/cnsnewscom-staff/buttigieg-says-lgbtq-youth-four-times-more-likely-their-non-lbgtq', 'http://cnsnews.com/index.php/article/national/cnsnewscom-staff/buttigieg-says-lgbtq-youth-four-times-more-likely-their-non-lbgtq']",E
1251,5093322,2020-03-01-037707,To have the support of someone who knows what it takes to get things done in Congress -- and of the first openly gay governor in American history -- means the world to me.,Sara Jacobs,['Q50825637'],2020-03-01 10:01:33,1,"[['Sara Jacobs', '0.8437'], ['None', '0.1376'], ['Brian Jones', '0.0187']]",['https://www.sdjewishworld.com/2020/02/29/susan-davis-provides-fact-sheet-on-coronavirus/'],E
1252,5100688,2020-02-27-067714,"The LGBTQ community has deeply held beliefs. We do not discriminate against those beliefs, and we say if that's what you choose, that is fine. All we ask is that we don't discriminate against somebody... because they don't hold those same beliefs.",Mike Kelly,"['Q1431761', 'Q3857414', 'Q543294', 'Q6378243', 'Q6847486', 'Q6847487', 'Q6847488', 'Q6847490', 'Q6847491', 'Q6847492', 'Q6847493']",2020-02-27 21:47:19,1,"[['Mike Kelly', '0.5606'], ['None', '0.3097'], ['Alexandria Ocasio-Cortez', '0.1297']]",['https://www.washingtonblade.com/2020/02/27/congressional-hearing-spotlights-use-of-religious-liberty-against-lgbtq-people/'],E
1253,5102604,2020-01-19-026205,"It's not that being gay just happens to be the flavor of the month. It's that the time has come for us to be honest with each other and live together, no matter who we are or what we believe in or have done,",Jeff Anderson,"['Q1140895', 'Q26899394', 'Q29167254', 'Q50239827', 'Q6173216', 'Q6173217']",2020-01-19 09:00:13,1,"[['Jeff Anderson', '0.5638'], ['None', '0.3558'], ['Jessica Davis', '0.0603'], ['Willie Nelson', '0.0201']]",['https://dallasvoice.com/2006/03/'],E
1254,5104216,2020-03-17-011708,"Coronavirus case linked to Winter Party Festival in Miami Beach, LGBTQ group says",Dan Gelber,"['Q18686310', 'Q5213552']",2020-03-17 00:00:00,1,"[['Dan Gelber', '0.8724'], ['None', '0.0733'], ['Annie Martin', '0.0543']]",['https://floridapolitics.com/archives/323547-sunburn-the-morning-read-of-whats-hot-in-florida-politics-3-17-20'],E
1255,5105842,2020-01-28-090218,"Think of yourself as a millennial or a young person, maybe coming out college and getting your first job for $50,000 a year - you can't afford anything here, forget about it. But if you had those other alternatives, you'd be able to get into it, build some equity step-wise and move to something else that's one of the things we have to do,",Ben Carson,['Q816459'],2020-01-28 19:23:36,2,"[['Ben Carson', '0.6105'], ['None', '0.2106'], ['Lynne Patton', '0.1789']]","['http://europe.newsweek.com/hud-secretary-ben-carson-blames-nyc-homelessness-technology-regulations-1484444', 'http://www.newsweek.com/hud-secretary-ben-carson-blames-nyc-homelessness-technology-regulations-1484444']",E
1256,5107946,2020-01-24-066814,quantify corporate alignment with the LGBTQ community and its supporters.,Barney Frank,['Q537287'],2020-01-24 20:13:17,1,"[['Barney Frank', '0.5244'], ['None', '0.4756']]",['http://etf.com/sections/features-and-news/forget-rhetoric-look-results'],E
1257,5122755,2020-02-28-038541,"It was a poor attempt to describe how some who oppose transgender equality think about this issue -- and those words do not reflect my unwavering support for equality for transgender Americans,",Michael Bloomberg,['Q607'],2020-02-28 00:00:00,5,"[['Michael Bloomberg', '0.5698'], ['None', '0.3987'], ['London Breed', '0.0289'], ['Gage Skidmore', '0.0027']]","['https://www.forbes.com/sites/dawnstaceyennis/2020/02/28/michael-bloomberg-is-sorry-for-calling-trans-women-it-but-wont-say-who-he-apologized-to/', 'https://www.washingtonexaminer.com/news/bloomberg-apologizes-for-referring-to-transgender-people-as-it-and-some-guy-wearing-a-dress', 'https://www.washingtonblade.com/2020/02/27/bloomberg-apologizes-for-calling-transgender-people-it/', 'https://www.pinknews.co.uk/2020/02/28/michael-bloomberg-apology-transgender-it-democratic-presidential-nomination/', 'http://ontopmag.com/article/47709/Mike_Bloomberg_Apologizes_For_Calling_Transgender_People_It_Says_He_Backs_Transgender_Rights']",E
1258,5122911,2020-01-25-030224,"Let's be clear: Transgender equality is the civil rights issue of our time. There is no room for compromise when it comes to basic human rights,",Joe Biden,['Q6279'],2020-01-25 19:26:10,15,"[['Joe Biden', '0.7432'], ['None', '0.236'], ['Bernie Sanders', '0.0138'], ['Joe Rogan', '0.0047'], ['Donna Brazile', '0.0013'], ['President Obama', '0.0011']]","['https://dailycaller.com/2020/01/25/joe-biden-transgender-sanders-joe-rogan/', 'https://thelibertarianrepublic.com/joe-biden-says-no-room-for-compromise-on-transgender-issues-as-bernie-faces-backlash-for-joe-rogan-endorsement/', 'http://pjmedia.com/election/moderate-joe-biden-says-anti-feminist-trans-movement-is-the-civil-rights-issue-of-our-time/', 'https://www.nationalreview.com/news/biden-there-is-no-room-for-compromise-on-transgender-rights/', 'https://patriotpost.us/opinion/68174-making-sure-never-again-means-something-2020-01-28', 'https://christiannews.net/2020/01/28/democratic-presidential-candidate-joe-biden-claims-transgender-equality-is-civil-rights-issue-of-our-time/', 'https://www.lifenews.com/2020/01/28/president-donald-trump-has-stood-strong-against-abortion-supported-human-rights-for-unborn-babies/', 'http://patriotpost.us/articles/68188-tuesday-short-cuts-2020-01-28', 'https://infosurhoy.com/news/issue-of-our-time-biden-tries-to-win-over-transgender-community-with-a-tweet-while-sanders-deals-with-rogan-endorsement-fallout/', 'https://patriotpost.us/opinion/68611-the-roots-of-our-partisan-divide-2020-02-15', 'http://uspolitics.einnews.com/article/511459551/HVRkATvt-TkE0yt7', 'http://www.onenewsnow.com/perspectives/michael-brown/2020/03/12/if-biden-becomes-president-he-will-declare-war-on-your-religious-freedoms', 'https://www.wnd.com/2020/03/bidens-stunning-plan-wage-war-religious-freedom/', 'http://www.christianpost.com/voices/if-joe-biden-becomes-president-he-will-declare-war-on-your-religious-freedoms.html', 'http://www.christianpost.com/news/if-joe-biden-becomes-president-he-will-declare-war-on-your-religious-freedoms.html']",E
1259,5124076,2020-02-12-121323,"when it comes to documents coming out of the Ukraine,",Lindsey Graham,['Q22212'],2020-02-12 02:12:56,1,"[['Lindsey Graham', '0.8683'], ['None', '0.1031'], ['Rudy Giuliani', '0.0101'], ['Chuck Grassley', '0.009'], ['Hunter Biden', '0.0055'], ['Ron Johnson', '0.004']]",['https://www.theepochtimes.com/barrs-doj-signals-willingness-to-act-on-politically-charged-cases_3235211.html'],E
1260,5129673,2020-03-09-011881,"During the Obama-Biden administration, the United States made historic strides toward LGBT + equality -- from the repeal of `Don't Ask, Don't Tell' to Biden's historic declaration in support of marriage equality on'M eet the Press' in 2012 to the unprecedented advancement of protections for LGBT + Americans at the federal level,",Joe Biden,['Q6279'],2020-03-09 14:11:13,1,"[['Joe Biden', '0.5028'], ['None', '0.4756'], ['President Trump', '0.0216']]",['https://southfloridagaynews.com/National/biden-unveils-extensive-lgbt-plan-drawing-on-obama-era-achievements.html#disqus_thread'],E
1261,5132434,2020-02-24-017276,"help him tell the world he's gay, too,",Pete Buttigieg,['Q7173106'],2020-02-24 18:35:55,1,"[['Pete Buttigieg', '0.5838'], ['None', '0.4162']]",['https://www.nationalreview.com/corner/think-of-the-children/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=right-rail&utm_content=corner&utm_term=third'],E
1262,5135426,2020-03-14-015560,"immigration, education, LGBT rights and criminal justice reform.",Daniel Dromm,['Q5217003'],2020-03-14 06:00:00,1,"[['Daniel Dromm', '0.8685'], ['None', '0.1315']]",['https://www.irishtimes.com/life-and-style/abroad/here-s-to-ireland-s-unofficial-ambassadors-flying-flags-around-the-world-1.4195307'],E
1263,5140132,2020-03-06-016455,"has since proposed allowing shelters to discriminate against transgender people when determining their accommodations, for example by forcing transgender women to sleep and use the bathroom in the same place as men.",Joe Biden,['Q6279'],2020-03-06 21:09:05,1,"[['Joe Biden', '0.6345'], ['None', '0.3655']]",['http://cnsnews.com/article/national/melanie-arter/biden-wants-shelters-provide-housing-gender-identity-not-biological'],E
1264,5142005,2020-04-15-075627,"We've got serious concerns about the accuracy of the information coming out of the WHO,",Andrew Scheer,['Q2846724'],2020-04-15 19:45:24,4,"[['Andrew Scheer', '0.5098'], ['None', '0.4529'], ['Justin Trudeau', '0.0373']]","['http://www.kelownadailycourier.ca/news/national_news/article_dddd7c8d-1f44-56f0-a856-dfd61a142360.html', 'https://www.baytoday.ca/national-news/time-for-pointing-fingers-will-come-later-trudeau-says-as-trump-calls-out-who-2255244', 'https://www.timminstoday.com/national-news/time-for-pointing-fingers-will-come-later-trudeau-says-as-trump-calls-out-who-2255244', 'https://lethbridgeherald.com/news/national-news/2020/04/15/time-for-pointing-fingers-will-come-later-trudeau-says-as-trump-calls-out-who/']",E
1265,5148018,2020-01-28-029711,"I don't understand the disturbance with people that have a problem with the recognition of a day for pride and I don't mean that in (just) gay pride,",Tony Bisignano,['Q19787229'],2020-01-28 00:05:18,1,"[['Tony Bisignano', '0.7476'], ['None', '0.2126'], ['Jake Chapman', '0.0398']]",['https://www.radioiowa.com/2020/01/27/bill-would-limit-flags-over-iowa-govt-buildings-after-transgender-flag-flown/'],E
